streetNumber,streetName,suburbName,status,postcode,lat,lng
21,Hudson Avenue,Castle Hill,1.0,2154.0,-33.7273217,150.9756358
23,Hudson Avenue,Castle Hill,1.0,2154.0,-33.7273217,150.9756358
25,Hudson Avenue,Castle Hill,1.0,2154.0,-33.7273217,150.9756358
27,Hudson Avenue,Castle Hill,1.0,2154.0,-33.7273217,150.9756358
29,Hudson Avenue,Castle Hill,1.0,2154.0,-33.7273217,150.9756358
1,Hughes Avenue,Castle Hill,1.0,2154.0,-33.73002460000001,150.9900094
3,Hughes Avenue,Castle Hill,1.0,2154.0,-33.730261999999996,150.9900562
5,Hughes Avenue,Castle Hill,1.0,2154.0,-33.7304559,150.9901277
7,Hughes Avenue,Castle Hill,1.0,2154.0,-33.7306477,150.990212
9,Hughes Avenue,Castle Hill,1.0,2154.0,-33.7308409,150.9902965
11,Hughes Avenue,Castle Hill,1.0,2154.0,-33.731033700000005,150.9903811
13,Hughes Avenue,Castle Hill,1.0,2154.0,-33.731184999999996,150.990447
15,Hughes Avenue,Castle Hill,1.0,2154.0,-33.7314184,150.99054980000003
17,Hughes Avenue,Castle Hill,1.0,2154.0,-33.7316104,150.9906337
19,Hughes Avenue,Castle Hill,1.0,2154.0,-33.7318026,150.9907179
21,Hughes Avenue,Castle Hill,1.0,2154.0,-33.731993200000005,150.9908012
23,Hughes Avenue,Castle Hill,1.0,2154.0,-33.732140799999996,150.9909017
25,Hughes Avenue,Castle Hill,1.0,2154.0,-33.7323922,150.9909472
27,Hughes Avenue,Castle Hill,1.0,2154.0,-33.7324838,150.9909926
29,Hughes Avenue,Castle Hill,1.0,2154.0,-33.7328222,150.99137439999996
1,Hume Avenue,Castle Hill,1.0,2154.0,-33.736911299999996,150.9997989
3,Hume Avenue,Castle Hill,1.0,2154.0,-33.7368883,150.9997574
5,Hume Avenue,Castle Hill,1.0,2154.0,-33.7368883,150.9997574
7,Hume Avenue,Castle Hill,1.0,2154.0,-33.736911299999996,150.9997989
9,Hume Avenue,Castle Hill,1.0,2154.0,-33.736496100000004,150.99995049999995
11,Hume Avenue,Castle Hill,1.0,2154.0,-33.7363711,151.00008689999999
13,Hume Avenue,Castle Hill,1.0,2154.0,-33.736234499999995,151.00017780000005
15,Hume Avenue,Castle Hill,1.0,2154.0,-33.7354449,151.0006886
17,Hume Avenue,Castle Hill,1.0,2154.0,-33.7354449,151.0006886
19,Hume Avenue,Castle Hill,1.0,2154.0,-33.7354449,151.0006886
21,Hume Avenue,Castle Hill,1.0,2154.0,-33.7348872,151.0010798
23,Hume Avenue,Castle Hill,1.0,2154.0,-33.734669,151.0012601
25,Hume Avenue,Castle Hill,1.0,2154.0,-33.734607000000004,151.0013146
27,Hume Avenue,Castle Hill,1.0,2154.0,-33.7346235,151.0013436
29,Hume Avenue,Castle Hill,1.0,2154.0,-33.7346235,151.0013436
1,Hunter Place,Castle Hill,1.0,2154.0,-33.721312299999994,151.00482340000005
3,Hunter Place,Castle Hill,1.0,2154.0,-33.7213126,151.00481609999997
5,Hunter Place,Castle Hill,1.0,2154.0,-33.7215499,151.00488430000001
7,Hunter Place,Castle Hill,1.0,2154.0,-33.72163870000001,151.0054368
9,Hunter Place,Castle Hill,1.0,2154.0,-33.72163870000001,151.0054368
11,Hunter Place,Castle Hill,1.0,2154.0,-33.72211660000001,151.00577109999998
13,Hunter Place,Castle Hill,1.0,2154.0,-33.72224310000001,151.005953
15,Hunter Place,Castle Hill,1.0,2154.0,-33.722355500000006,151.0061576
17,Hunter Place,Castle Hill,1.0,2154.0,-33.722482,151.0063395
19,Hunter Place,Castle Hill,1.0,2154.0,-33.7225943,151.00654409999999
21,Hunter Place,Castle Hill,1.0,2154.0,-33.7230639,151.00681699999996
23,Hunter Place,Castle Hill,1.0,2154.0,-33.7223694,151.00672350000005
25,Hunter Place,Castle Hill,1.0,2154.0,-33.7223694,151.00672350000005
27,Hunter Place,Castle Hill,1.0,2154.0,-33.7223694,151.00672350000005
29,Hunter Place,Castle Hill,1.0,2154.0,-33.7223694,151.00672350000005
1,Huntingdale Circle,Castle Hill,1.0,2154.0,-33.7156514,151.0153302
3,Huntingdale Circle,Castle Hill,1.0,2154.0,-33.7157885,151.01552009999997
5,Huntingdale Circle,Castle Hill,1.0,2154.0,-33.715915,151.015702
7,Huntingdale Circle,Castle Hill,1.0,2154.0,-33.716084499999994,151.015592
9,Huntingdale Circle,Castle Hill,1.0,2154.0,-33.716249,151.0153077
11,Huntingdale Circle,Castle Hill,1.0,2154.0,-33.7161048,151.01504619999997
13,Huntingdale Circle,Castle Hill,1.0,2154.0,-33.71594230000001,151.0151666
15,Huntingdale Circle,Castle Hill,1.0,2154.0,-33.7158216,151.0148967
17,Huntingdale Circle,Castle Hill,1.0,2154.0,-33.7158216,151.0148967
19,Huntingdale Circle,Castle Hill,1.0,2154.0,-33.7158216,151.0148967
21,Huntingdale Circle,Castle Hill,1.0,2154.0,-33.7158216,151.0148967
23,Huntingdale Circle,Castle Hill,1.0,2154.0,-33.7158216,151.0148967
25,Huntingdale Circle,Castle Hill,1.0,2154.0,-33.7158216,151.0148967
27,Huntingdale Circle,Castle Hill,1.0,2154.0,-33.7158216,151.0148967
29,Huntingdale Circle,Castle Hill,1.0,2154.0,-33.7158216,151.0148967
1,Illyarie Place,Castle Hill,1.0,2154.0,-33.7346096,151.01572030000003
3,Illyarie Place,Castle Hill,1.0,2154.0,-33.73483529999999,151.0156393
5,Illyarie Place,Castle Hill,1.0,2154.0,-33.7350476,151.0154689
7,Illyarie Place,Castle Hill,1.0,2154.0,-33.7352443,151.015369
9,Illyarie Place,Castle Hill,1.0,2154.0,-33.73549910000001,151.0153437
11,Illyarie Place,Castle Hill,1.0,2154.0,-33.735623100000005,151.0155938
13,Illyarie Place,Castle Hill,1.0,2154.0,-33.735572999999995,151.0158667
15,Illyarie Place,Castle Hill,1.0,2154.0,-33.7353564,151.01595759999995
17,Illyarie Place,Castle Hill,1.0,2154.0,-33.7351823,151.0159804
19,Illyarie Place,Castle Hill,1.0,2154.0,-33.7351238,151.0157323
21,Illyarie Place,Castle Hill,1.0,2154.0,-33.7351238,151.0157323
23,Illyarie Place,Castle Hill,1.0,2154.0,-33.7351238,151.0157323
25,Illyarie Place,Castle Hill,1.0,2154.0,-33.7351238,151.0157323
27,Illyarie Place,Castle Hill,1.0,2154.0,-33.7351238,151.0157323
29,Illyarie Place,Castle Hill,1.0,2154.0,-33.7351238,151.0157323
1,Inwood Close,Castle Hill,1.0,2154.0,-33.729836799999994,151.02474180000004
3,Inwood Close,Castle Hill,1.0,2154.0,-33.729836799999994,151.02474180000004
5,Inwood Close,Castle Hill,1.0,2154.0,-33.729836799999994,151.02474180000004
7,Inwood Close,Castle Hill,1.0,2154.0,-33.729836799999994,151.02474180000004
9,Inwood Close,Castle Hill,1.0,2154.0,-33.729836799999994,151.02474180000004
11,Inwood Close,Castle Hill,1.0,2154.0,-33.729836799999994,151.02474180000004
13,Inwood Close,Castle Hill,1.0,2154.0,-33.729836799999994,151.02474180000004
15,Inwood Close,Castle Hill,1.0,2154.0,-33.729836799999994,151.02474180000004
17,Inwood Close,Castle Hill,1.0,2154.0,-33.729836799999994,151.02474180000004
19,Inwood Close,Castle Hill,1.0,2154.0,-33.729836799999994,151.02474180000004
21,Inwood Close,Castle Hill,1.0,2154.0,-33.729836799999994,151.02474180000004
23,Inwood Close,Castle Hill,1.0,2154.0,-33.729836799999994,151.02474180000004
25,Inwood Close,Castle Hill,1.0,2154.0,-33.729836799999994,151.02474180000004
27,Inwood Close,Castle Hill,1.0,2154.0,-33.729836799999994,151.02474180000004
29,Inwood Close,Castle Hill,1.0,2154.0,-33.729836799999994,151.02474180000004
1,Jabiru Place,Castle Hill,1.0,2154.0,-33.7218386,150.9741164
3,Jabiru Place,Castle Hill,1.0,2154.0,-33.721923600000004,150.9738741
5,Jabiru Place,Castle Hill,1.0,2154.0,-33.7221634,150.9738741
7,Jabiru Place,Castle Hill,1.0,2154.0,-33.722076,150.97407869999995
9,Jabiru Place,Castle Hill,1.0,2154.0,-33.7218386,150.9741164
11,Jabiru Place,Castle Hill,1.0,2154.0,-33.7218386,150.9741164
13,Jabiru Place,Castle Hill,1.0,2154.0,-33.7218386,150.9741164
15,Jabiru Place,Castle Hill,1.0,2154.0,-33.7218386,150.9741164
17,Jabiru Place,Castle Hill,1.0,2154.0,-33.7218386,150.9741164
19,Jabiru Place,Castle Hill,1.0,2154.0,-33.7218386,150.9741164
21,Jabiru Place,Castle Hill,1.0,2154.0,-33.7218386,150.9741164
23,Jabiru Place,Castle Hill,1.0,2154.0,-33.7218386,150.9741164
25,Jabiru Place,Castle Hill,1.0,2154.0,-33.7218386,150.9741164
27,Jabiru Place,Castle Hill,1.0,2154.0,-33.7218386,150.9741164
29,Jabiru Place,Castle Hill,1.0,2154.0,-33.7218386,150.9741164
1,James Place,Castle Hill,1.0,2154.0,-33.7339613,150.9895831
3,James Place,Castle Hill,1.0,2154.0,-33.733796399999996,150.9897195
5,James Place,Castle Hill,1.0,2154.0,-33.733729700000005,150.9900832
7,James Place,Castle Hill,1.0,2154.0,-33.7334575,150.9898786
9,James Place,Castle Hill,1.0,2154.0,-33.7332951,150.9899468
11,James Place,Castle Hill,1.0,2154.0,-33.73346739999999,150.9896102
13,James Place,Castle Hill,1.0,2154.0,-33.73346739999999,150.9896102
15,James Place,Castle Hill,1.0,2154.0,-33.73346739999999,150.9896102
17,James Place,Castle Hill,1.0,2154.0,-33.73346739999999,150.9896102
19,James Place,Castle Hill,1.0,2154.0,-33.73346739999999,150.9896102
21,James Place,Castle Hill,1.0,2154.0,-33.73346739999999,150.9896102
23,James Place,Castle Hill,1.0,2154.0,-33.73346739999999,150.9896102
25,James Place,Castle Hill,1.0,2154.0,-33.73346739999999,150.9896102
27,James Place,Castle Hill,1.0,2154.0,-33.73346739999999,150.9896102
29,James Place,Castle Hill,1.0,2154.0,-33.73346739999999,150.9896102
1,James Cook Drive,Castle Hill,1.0,2154.0,-33.7301656,151.018136
3,James Cook Drive,Castle Hill,1.0,2154.0,-33.7301656,151.018136
5,James Cook Drive,Castle Hill,1.0,2154.0,-33.7301656,151.018136
7,James Cook Drive,Castle Hill,1.0,2154.0,-33.7301656,151.018136
9,James Cook Drive,Castle Hill,1.0,2154.0,-33.7301656,151.018136
11,James Cook Drive,Castle Hill,1.0,2154.0,-33.7301656,151.018136
13,James Cook Drive,Castle Hill,1.0,2154.0,-33.7301396,151.0181135
15,James Cook Drive,Castle Hill,1.0,2154.0,-33.7301656,151.018136
17,James Cook Drive,Castle Hill,1.0,2154.0,-33.7301656,151.018136
19,James Cook Drive,Castle Hill,1.0,2154.0,-33.7301656,151.018136
21,James Cook Drive,Castle Hill,1.0,2154.0,-33.7301656,151.018136
23,James Cook Drive,Castle Hill,1.0,2154.0,-33.7301656,151.018136
25,James Cook Drive,Castle Hill,1.0,2154.0,-33.7301656,151.018136
27,James Cook Drive,Castle Hill,1.0,2154.0,-33.7301656,151.018136
29,James Cook Drive,Castle Hill,1.0,2154.0,-33.7301656,151.018136
1,Janette Place,Castle Hill,1.0,2154.0,-33.7182286,151.0090094
3,Janette Place,Castle Hill,1.0,2154.0,-33.718293700000004,151.0089543
5,Janette Place,Castle Hill,1.0,2154.0,-33.7181185,151.00904509999995
7,Janette Place,Castle Hill,1.0,2154.0,-33.717949600000004,151.00912730000005
9,Janette Place,Castle Hill,1.0,2154.0,-33.7179569,151.0087939
11,Janette Place,Castle Hill,1.0,2154.0,-33.7179569,151.0087939
13,Janette Place,Castle Hill,1.0,2154.0,-33.7179569,151.0087939
15,Janette Place,Castle Hill,1.0,2154.0,-33.7179569,151.0087939
17,Janette Place,Castle Hill,1.0,2154.0,-33.7179569,151.0087939
19,Janette Place,Castle Hill,1.0,2154.0,-33.7179569,151.0087939
21,Janette Place,Castle Hill,1.0,2154.0,-33.7179569,151.0087939
23,Janette Place,Castle Hill,1.0,2154.0,-33.7179569,151.0087939
25,Janette Place,Castle Hill,1.0,2154.0,-33.7179569,151.0087939
27,Janette Place,Castle Hill,1.0,2154.0,-33.7179569,151.0087939
29,Janette Place,Castle Hill,1.0,2154.0,-33.7179569,151.0087939
1,Jarrah Place,Castle Hill,1.0,2154.0,-33.739551399999996,151.0140733
3,Jarrah Place,Castle Hill,1.0,2154.0,-33.739498,151.0138657
5,Jarrah Place,Castle Hill,1.0,2154.0,-33.7393831,151.0137293
7,Jarrah Place,Castle Hill,1.0,2154.0,-33.739245000000004,151.01350190000005
9,Jarrah Place,Castle Hill,1.0,2154.0,-33.7391185,151.01332
11,Jarrah Place,Castle Hill,1.0,2154.0,-33.738907,151.01327450000005
13,Jarrah Place,Castle Hill,1.0,2154.0,-33.738778,151.0131608
15,Jarrah Place,Castle Hill,1.0,2154.0,-33.738694,151.0129107
17,Jarrah Place,Castle Hill,1.0,2154.0,-33.7388473,151.01272880000005
19,Jarrah Place,Castle Hill,1.0,2154.0,-33.7390381,151.01261509999995
21,Jarrah Place,Castle Hill,1.0,2154.0,-33.739011299999994,151.0128809
23,Jarrah Place,Castle Hill,1.0,2154.0,-33.739011299999994,151.0128809
25,Jarrah Place,Castle Hill,1.0,2154.0,-33.739011299999994,151.0128809
27,Jarrah Place,Castle Hill,1.0,2154.0,-33.739011299999994,151.0128809
29,Jarrah Place,Castle Hill,1.0,2154.0,-33.739011299999994,151.0128809
1,Jasmine Place,Castle Hill,1.0,2154.0,-33.737190000000005,151.0178904
3,Jasmine Place,Castle Hill,1.0,2154.0,-33.736937,151.0175266
5,Jasmine Place,Castle Hill,1.0,2154.0,-33.7367048,151.017322
7,Jasmine Place,Castle Hill,1.0,2154.0,-33.73668,151.01691269999995
9,Jasmine Place,Castle Hill,1.0,2154.0,-33.7371166,151.01718569999997
11,Jasmine Place,Castle Hill,1.0,2154.0,-33.7371166,151.01718569999997
13,Jasmine Place,Castle Hill,1.0,2154.0,-33.7371166,151.01718569999997
15,Jasmine Place,Castle Hill,1.0,2154.0,-33.7371166,151.01718569999997
17,Jasmine Place,Castle Hill,1.0,2154.0,-33.7371166,151.01718569999997
19,Jasmine Place,Castle Hill,1.0,2154.0,-33.7371166,151.01718569999997
21,Jasmine Place,Castle Hill,1.0,2154.0,-33.7371166,151.01718569999997
23,Jasmine Place,Castle Hill,1.0,2154.0,-33.7371166,151.01718569999997
25,Jasmine Place,Castle Hill,1.0,2154.0,-33.7371166,151.01718569999997
27,Jasmine Place,Castle Hill,1.0,2154.0,-33.7371166,151.01718569999997
29,Jasmine Place,Castle Hill,1.0,2154.0,-33.7371166,151.01718569999997
1,Jasmine Way,Castle Hill,1.0,2154.0,-33.7370761,151.0165932
3,Jasmine Way,Castle Hill,1.0,2154.0,-33.7370761,151.0165932
5,Jasmine Way,Castle Hill,1.0,2154.0,-33.7370761,151.0165932
7,Jasmine Way,Castle Hill,1.0,2154.0,-33.7370761,151.0165932
9,Jasmine Way,Castle Hill,1.0,2154.0,-33.7370783,151.0165943
11,Jasmine Way,Castle Hill,1.0,2154.0,-33.737140000000004,151.0163669
13,Jasmine Way,Castle Hill,1.0,2154.0,-33.7372417,151.0161395
15,Jasmine Way,Castle Hill,1.0,2154.0,-33.737395,151.01595759999995
17,Jasmine Way,Castle Hill,1.0,2154.0,-33.7374987,151.0160157
19,Jasmine Way,Castle Hill,1.0,2154.0,-33.7374987,151.0160157
21,Jasmine Way,Castle Hill,1.0,2154.0,-33.7374987,151.0160157
23,Jasmine Way,Castle Hill,1.0,2154.0,-33.7374987,151.0160157
25,Jasmine Way,Castle Hill,1.0,2154.0,-33.7374987,151.0160157
27,Jasmine Way,Castle Hill,1.0,2154.0,-33.7374987,151.0160157
29,Jasmine Way,Castle Hill,1.0,2154.0,-33.7374987,151.0160157
1,Jordana Place,Castle Hill,1.0,2154.0,-33.7445717,151.0121376
3,Jordana Place,Castle Hill,1.0,2154.0,-33.74444769999999,151.0118875
5,Jordana Place,Castle Hill,1.0,2154.0,-33.74440120000001,151.0117056
7,Jordana Place,Castle Hill,1.0,2154.0,-33.744277200000006,151.0114554
9,Jordana Place,Castle Hill,1.0,2154.0,-33.7441907,151.01127350000004
11,Jordana Place,Castle Hill,1.0,2154.0,-33.7440525,151.01104619999995
13,Jordana Place,Castle Hill,1.0,2154.0,-33.7438461,151.0108643
15,Jordana Place,Castle Hill,1.0,2154.0,-33.743745399999995,151.0107051
17,Jordana Place,Castle Hill,1.0,2154.0,-33.743849600000004,151.0104095
19,Jordana Place,Castle Hill,1.0,2154.0,-33.7440671,151.01055580000005
21,Jordana Place,Castle Hill,1.0,2154.0,-33.7440671,151.01055580000005
23,Jordana Place,Castle Hill,1.0,2154.0,-33.7440671,151.01055580000005
25,Jordana Place,Castle Hill,1.0,2154.0,-33.7440671,151.01055580000005
27,Jordana Place,Castle Hill,1.0,2154.0,-33.7440671,151.01055580000005
29,Jordana Place,Castle Hill,1.0,2154.0,-33.7440671,151.01055580000005
1,Julia Grove,Castle Hill,1.0,2154.0,-33.71500109999999,150.978057
3,Julia Grove,Castle Hill,1.0,2154.0,-33.7147871,150.97807969999997
5,Julia Grove,Castle Hill,1.0,2154.0,-33.7146014,150.978057
7,Julia Grove,Castle Hill,1.0,2154.0,-33.7144724,150.97794330000005
9,Julia Grove,Castle Hill,1.0,2154.0,-33.714234999999995,150.9778751
11,Julia Grove,Castle Hill,1.0,2154.0,-33.7142831,150.9777143
13,Julia Grove,Castle Hill,1.0,2154.0,-33.7142831,150.9777143
15,Julia Grove,Castle Hill,1.0,2154.0,-33.7142831,150.9777143
17,Julia Grove,Castle Hill,1.0,2154.0,-33.7142831,150.9777143
19,Julia Grove,Castle Hill,1.0,2154.0,-33.7142831,150.9777143
21,Julia Grove,Castle Hill,1.0,2154.0,-33.7142831,150.9777143
23,Julia Grove,Castle Hill,1.0,2154.0,-33.7142831,150.9777143
25,Julia Grove,Castle Hill,1.0,2154.0,-33.7142831,150.9777143
27,Julia Grove,Castle Hill,1.0,2154.0,-33.7142831,150.9777143
29,Julia Grove,Castle Hill,1.0,2154.0,-33.7142831,150.9777143
1,Katherine Place,Castle Hill,1.0,2154.0,-33.73951,151.00563459999995
3,Katherine Place,Castle Hill,1.0,2154.0,-33.7392922,151.00575969999997
5,Katherine Place,Castle Hill,1.0,2154.0,-33.7391219,151.0056801
7,Katherine Place,Castle Hill,1.0,2154.0,-33.739216600000006,151.0054053
9,Katherine Place,Castle Hill,1.0,2154.0,-33.739216600000006,151.0054053
11,Katherine Place,Castle Hill,1.0,2154.0,-33.739216600000006,151.0054053
13,Katherine Place,Castle Hill,1.0,2154.0,-33.739216600000006,151.0054053
15,Katherine Place,Castle Hill,1.0,2154.0,-33.739216600000006,151.0054053
17,Katherine Place,Castle Hill,1.0,2154.0,-33.739216600000006,151.0054053
19,Katherine Place,Castle Hill,1.0,2154.0,-33.739216600000006,151.0054053
21,Katherine Place,Castle Hill,1.0,2154.0,-33.739216600000006,151.0054053
23,Katherine Place,Castle Hill,1.0,2154.0,-33.739216600000006,151.0054053
25,Katherine Place,Castle Hill,1.0,2154.0,-33.739216600000006,151.0054053
27,Katherine Place,Castle Hill,1.0,2154.0,-33.739216600000006,151.0054053
29,Katherine Place,Castle Hill,1.0,2154.0,-33.739216600000006,151.0054053
1,Kathleen Avenue,Castle Hill,1.0,2154.0,-33.72631459999999,150.9941319
3,Kathleen Avenue,Castle Hill,1.0,2154.0,-33.726045,150.9943347
5,Kathleen Avenue,Castle Hill,1.0,2154.0,-33.725848600000006,150.99388000000005
7,Kathleen Avenue,Castle Hill,1.0,2154.0,-33.725569799999995,150.9934935
9,Kathleen Avenue,Castle Hill,1.0,2154.0,-33.7253152,150.9928114
11,Kathleen Avenue,Castle Hill,1.0,2154.0,-33.725029799999994,150.992243
13,Kathleen Avenue,Castle Hill,1.0,2154.0,-33.7248516,150.9916624
15,Kathleen Avenue,Castle Hill,1.0,2154.0,-33.7248429,150.9908107
17,Kathleen Avenue,Castle Hill,1.0,2154.0,-33.72469,150.9899013
19,Kathleen Avenue,Castle Hill,1.0,2154.0,-33.7243646,150.98933300000004
21,Kathleen Avenue,Castle Hill,1.0,2154.0,-33.724088200000004,150.9888783
23,Kathleen Avenue,Castle Hill,1.0,2154.0,-33.72384780000001,150.98817350000004
25,Kathleen Avenue,Castle Hill,1.0,2154.0,-33.723791299999995,150.988219
27,Kathleen Avenue,Castle Hill,1.0,2154.0,-33.723791299999995,150.988219
29,Kathleen Avenue,Castle Hill,1.0,2154.0,-33.723791299999995,150.988219
1,Kauri Court,Castle Hill,1.0,2154.0,-33.7313804,151.0223001
3,Kauri Court,Castle Hill,1.0,2154.0,-33.7313804,151.0223001
5,Kauri Court,Castle Hill,1.0,2154.0,-33.7313804,151.0223001
7,Kauri Court,Castle Hill,1.0,2154.0,-33.7313804,151.0223001
9,Kauri Court,Castle Hill,1.0,2154.0,-33.7313804,151.0223001
11,Kauri Court,Castle Hill,1.0,2154.0,-33.7313804,151.0223001
13,Kauri Court,Castle Hill,1.0,2154.0,-33.7313804,151.0223001
15,Kauri Court,Castle Hill,1.0,2154.0,-33.7314391,151.0223921
17,Kauri Court,Castle Hill,1.0,2154.0,-33.7313804,151.0223001
19,Kauri Court,Castle Hill,1.0,2154.0,-33.7313804,151.0223001
21,Kauri Court,Castle Hill,1.0,2154.0,-33.7314391,151.0223921
23,Kauri Court,Castle Hill,1.0,2154.0,-33.7313804,151.0223001
25,Kauri Court,Castle Hill,1.0,2154.0,-33.7314391,151.0223921
27,Kauri Court,Castle Hill,1.0,2154.0,-33.7313804,151.0223001
29,Kauri Court,Castle Hill,1.0,2154.0,-33.7314391,151.0223921
1,Kelbrae Close,Castle Hill,1.0,2154.0,-33.7396389,150.9934935
3,Kelbrae Close,Castle Hill,1.0,2154.0,-33.739503899999995,150.99390269999995
5,Kelbrae Close,Castle Hill,1.0,2154.0,-33.73944820000001,150.9936072
7,Kelbrae Close,Castle Hill,1.0,2154.0,-33.7393258,150.9936754
9,Kelbrae Close,Castle Hill,1.0,2154.0,-33.7392358,150.99394819999995
11,Kelbrae Close,Castle Hill,1.0,2154.0,-33.73907750000001,150.9942665
13,Kelbrae Close,Castle Hill,1.0,2154.0,-33.7389793,150.99403909999995
15,Kelbrae Close,Castle Hill,1.0,2154.0,-33.7388786,150.99388000000005
17,Kelbrae Close,Castle Hill,1.0,2154.0,-33.7388088,150.9936072
19,Kelbrae Close,Castle Hill,1.0,2154.0,-33.7389884,150.99354680000005
21,Kelbrae Close,Castle Hill,1.0,2154.0,-33.7389884,150.99354680000005
23,Kelbrae Close,Castle Hill,1.0,2154.0,-33.7389884,150.99354680000005
25,Kelbrae Close,Castle Hill,1.0,2154.0,-33.7389884,150.99354680000005
27,Kelbrae Close,Castle Hill,1.0,2154.0,-33.7389884,150.99354680000005
29,Kelbrae Close,Castle Hill,1.0,2154.0,-33.7389884,150.99354680000005
1,Kentwell Avenue,Castle Hill,1.0,2154.0,-33.7315849,151.0012834
3,Kentwell Avenue,Castle Hill,1.0,2154.0,-33.7314434,151.0013969
5,Kentwell Avenue,Castle Hill,1.0,2154.0,-33.7313027,151.00151090000003
7,Kentwell Avenue,Castle Hill,1.0,2154.0,-33.731163,151.0016272
9,Kentwell Avenue,Castle Hill,1.0,2154.0,-33.731024600000005,151.00174040000005
11,Kentwell Avenue,Castle Hill,1.0,2154.0,-33.7308831,151.0018549
13,Kentwell Avenue,Castle Hill,1.0,2154.0,-33.730745500000005,151.00197340000003
15,Kentwell Avenue,Castle Hill,1.0,2154.0,-33.7306096,151.0020892
17,Kentwell Avenue,Castle Hill,1.0,2154.0,-33.7302998,151.0021332
19,Kentwell Avenue,Castle Hill,1.0,2154.0,-33.7303544,151.0022303
21,Kentwell Avenue,Castle Hill,1.0,2154.0,-33.7303544,151.0022303
23,Kentwell Avenue,Castle Hill,1.0,2154.0,-33.7303544,151.0022303
25,Kentwell Avenue,Castle Hill,1.0,2154.0,-33.7303544,151.0022303
27,Kentwell Avenue,Castle Hill,1.0,2154.0,-33.7303544,151.0022303
29,Kentwell Avenue,Castle Hill,1.0,2154.0,-33.7303544,151.0022303
1,Kerle Crescent,Castle Hill,1.0,2154.0,-33.730751,151.0209052
3,Kerle Crescent,Castle Hill,1.0,2154.0,-33.730751,151.0209052
5,Kerle Crescent,Castle Hill,1.0,2154.0,-33.730751,151.0209052
7,Kerle Crescent,Castle Hill,1.0,2154.0,-33.730751,151.0209052
9,Kerle Crescent,Castle Hill,1.0,2154.0,-33.730751,151.0209052
11,Kerle Crescent,Castle Hill,1.0,2154.0,-33.730751,151.0209052
13,Kerle Crescent,Castle Hill,1.0,2154.0,-33.730751,151.0209052
15,Kerle Crescent,Castle Hill,1.0,2154.0,-33.730751,151.0209052
17,Kerle Crescent,Castle Hill,1.0,2154.0,-33.730751,151.0209052
19,Kerle Crescent,Castle Hill,1.0,2154.0,-33.730751,151.0209052
21,Kerle Crescent,Castle Hill,1.0,2154.0,-33.730751,151.0209052
23,Kerle Crescent,Castle Hill,1.0,2154.0,-33.730751,151.0209052
25,Kerle Crescent,Castle Hill,1.0,2154.0,-33.730751,151.0209052
27,Kerle Crescent,Castle Hill,1.0,2154.0,-33.730751,151.0209052
29,Kerle Crescent,Castle Hill,1.0,2154.0,-33.730751,151.0209052
1,Kerrs Road,Castle Hill,1.0,2154.0,-33.7390064,151.00008490000005
3,Kerrs Road,Castle Hill,1.0,2154.0,-33.7388628,150.9993593
5,Kerrs Road,Castle Hill,1.0,2154.0,-33.73887029999999,150.9991547
7,Kerrs Road,Castle Hill,1.0,2154.0,-33.738741299999994,150.999041
9,Kerrs Road,Castle Hill,1.0,2154.0,-33.73865479999999,150.9988591
11,Kerrs Road,Castle Hill,1.0,2154.0,-33.7385384,150.9984044
13,Kerrs Road,Castle Hill,1.0,2154.0,-33.7384119,150.9982225
15,Kerrs Road,Castle Hill,1.0,2154.0,-33.7383912,150.9980128
17,Kerrs Road,Castle Hill,1.0,2154.0,-33.7382787,150.9978587
19,Kerrs Road,Castle Hill,1.0,2154.0,-33.73823220000001,150.99767680000005
21,Kerrs Road,Castle Hill,1.0,2154.0,-33.738174,150.99744950000004
23,Kerrs Road,Castle Hill,1.0,2154.0,-33.7380191,150.9973131
25,Kerrs Road,Castle Hill,1.0,2154.0,-33.7379125,150.9970742
27,Kerrs Road,Castle Hill,1.0,2154.0,-33.737926,150.9969493
29,Kerrs Road,Castle Hill,1.0,2154.0,-33.7378394,150.9967674
1,Keswick Avenue,Castle Hill,1.0,2154.0,-33.7490097,150.9973131
3,Keswick Avenue,Castle Hill,1.0,2154.0,-33.7488989,150.9974267
5,Keswick Avenue,Castle Hill,1.0,2154.0,-33.7487083,150.99754040000005
7,Keswick Avenue,Castle Hill,1.0,2154.0,-33.74856920000001,150.9976996
9,Keswick Avenue,Castle Hill,1.0,2154.0,-33.7483901,150.9978587
11,Keswick Avenue,Castle Hill,1.0,2154.0,-33.748253600000005,150.9979497
13,Keswick Avenue,Castle Hill,1.0,2154.0,-33.748088700000004,150.9980861
15,Keswick Avenue,Castle Hill,1.0,2154.0,-33.747992100000005,150.998177
17,Keswick Avenue,Castle Hill,1.0,2154.0,-33.7478272,150.9983135
19,Keswick Avenue,Castle Hill,1.0,2154.0,-33.7477023,150.9984499
21,Keswick Avenue,Castle Hill,1.0,2154.0,-33.7473891,150.99863180000003
23,Keswick Avenue,Castle Hill,1.0,2154.0,-33.747224300000006,150.99876819999997
25,Keswick Avenue,Castle Hill,1.0,2154.0,-33.747099299999995,150.99890459999997
27,Keswick Avenue,Castle Hill,1.0,2154.0,-33.74692279999999,150.9989955
29,Keswick Avenue,Castle Hill,1.0,2154.0,-33.7467579,150.999132
